id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,a_mean,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
ECA,Ecuador,Azuay,,,2021-01-10,55.0,,,0.0,89.88943499999998,859882.38,80962.07,0.09415482,-79.15422099999998,-3.0141335,100.11993,54.337708,206.51924,69.44,64.58,63.1,75.0
ECB,Ecuador,Bolivar,,,2021-01-10,23.0,,,0.0,43.844322,200280.86,29143.262,0.14551197,-79.106895,-1.5872494,84.915352,39.724289,158.13846,69.44,64.58,63.1,75.0
ECC,Ecuador,Carchi,,,2021-01-10,11.0,,,0.0,44.643456,187547.16,19132.33,0.10201344,-78.064018,0.75172871,184.2525,135.43462,252.66905,69.44,64.58,63.1,75.0
ECD,Ecuador,Orellana,,,2021-01-10,0.0,,,0.0,8.9558868,226270.48,9496.7744,0.041970894,-76.374527,-0.78442776,721.93829,455.47849,983.19604,69.44,64.58,63.1,75.0
ECE,Ecuador,Esmeraldas,,,2021-01-10,23.0,,,0.0,33.367428000000004,615729.13,38880.234,0.063145034,-79.22177099999998,0.70542401,324.6441700000001,206.86523,484.21762,69.44,64.58,63.1,75.0
ECG,Ecuador,Guayas,,,2021-01-10,138.0,,,0.0,238.32462,4400425.5,309620.78,0.070361555,-79.888664,-2.1174173,67.71204399999999,44.55019,195.21767,69.44,64.58,63.1,75.0
ECH,Ecuador,Chimborazo,,,2021-01-10,39.0,,,0.0,69.015167,530381.56,56497.914,0.10652315,-78.72075699999998,-1.9750051,111.15912,85.209709,285.41687,69.44,64.58,63.1,75.0
ECI,Ecuador,Imbabura,,,2021-01-10,2.0,,,0.0,84.90070300000002,474849.66,47945.852,0.1009706,-78.37088,0.40535682,164.3226,100.35618,321.7785,69.44,64.58,63.1,75.0
ECL,Ecuador,Loja,,,2021-01-10,13.0,,,0.0,38.803032,503236.5,55039.426,0.10937089,-79.65585300000002,-4.0900502,88.46221899999998,47.552982,185.11673,69.44,64.58,63.1,75.0
ECM,Ecuador,Manabi,,,2021-01-10,103.0,,,0.0,70.890846,1617729.0,126007.17,0.077891394,-80.136673,-0.75129431,53.713028,35.188765999999994,202.48068,69.44,64.58,63.1,75.0
ECN,Ecuador,Napo,,,2021-01-10,3.0,,,0.0,11.768402,172077.58,8511.1289,0.049461,-77.821884,-0.65702081,393.97296,343.55542,868.0900300000002,69.44,64.58,63.1,75.0
ECO,Ecuador,El Oro,,,2021-01-10,76.0,,,0.0,101.7453,698379.75,53104.109,0.076039016,-79.832512,-3.509433,61.53615600000001,41.18037,165.44841,69.44,64.58,63.1,75.0
ECP,Ecuador,Pichincha,,,2021-01-10,98.0,,,0.0,292.0311,3229572.0,243425.89,0.075374037,-78.593559,-0.10490531,68.97577700000001,51.415497,185.04527,69.44,64.58,63.1,75.0
ECR,Ecuador,Los Rios,,,2021-01-10,34.0,,,0.0,112.01577,953702.25,68997.531,0.072347037,-79.491447,-1.3435687,51.553291,32.558506,148.36827,69.44,64.58,63.1,75.0
ECS,Ecuador,Morona Santiago,,,2021-01-10,11.0,,,0.0,6.962531599999998,195166.72,10617.979,0.054404657,-78.007538,-2.5639901000000003,666.3493,431.1879,712.02734,69.44,64.58,63.1,75.0
ECSE,Ecuador,Santa Elena,,,2021-01-10,10.0,,,0.0,90.67247,391342.38,26127.875,0.06676475,-80.577751,-2.1394958,74.784515,43.843994,153.42702,69.44,64.58,63.1,75.0
ECT,Ecuador,Tungurahua,,,2021-01-10,20.0,,,0.0,148.08504,586120.56,58847.477,0.10040165,-78.507149,-1.2943782,106.53988,109.29972,255.13023,69.44,64.58,63.1,75.0
ECU,Ecuador,Sucumbios,,,2021-01-10,18.0,,,0.0,11.94436,250580.72,11684.229,0.046628606,-76.589104,-0.015540713,518.95978,441.55478,933.72296,69.44,64.58,63.1,75.0
ECX,Ecuador,Cotopaxi,,,2021-01-10,22.0,,,0.0,67.594414,487626.09,45938.332,0.094208106,-78.856461,-0.85798764,91.617699,66.07164,259.64801,69.44,64.58,63.1,75.0
ECY,Ecuador,Pastaza,,,2021-01-10,2.0,,,0.0,3.4212267,118032.32,6508.2358,0.055139437,-76.87973000000002,-1.7167745,1299.5603,1001.1218,2482.145,69.44,64.58,63.1,75.0
ECZ,Ecuador,Zamora Chinchipe,,,2021-01-10,1.0,,,0.0,9.0131788,111303.74,6999.312,0.062884785,-78.903839,-4.1695094,347.7843,242.35048,459.95816,69.44,64.58,63.1,75.0
