admin0,admin1,admin2,admin3,id,date,cases,excess_deaths,expected_deaths,movement_fb,non_moving_fb,grocery_pharmacy_mobility,parks_mobility,workplaces_mobility,residential_mobility,retail_recreation_mobility,transit_mobility,accessibility,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,incidence,num_policies,household_confinement,H8_Protection of elderly people,H8_Flag,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
Ecuador,Azuay,,,ECA,2020-04-13,4.0,0.0576923076923077,12.634615384615385,-0.5914388888888888,0.4612733333333334,,,,,,,100.1199289,89.88943481445312,859882.375,80962.0703125,0.09415482,-79.15422099999998,-3.0141335,100.11993,54.337708,206.51924,0.4651799032396727,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Bolivar,,,ECB,2020-04-13,0.0,-0.7222222222222222,2.8703703703703702,-0.646822,0.501246,,,,,,,84.9061884977,43.844322204589844,200280.859375,29143.26171875,0.14551197,-79.106895,-1.5872494,84.915352,39.724289,158.13846,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Canar,,,ECF,2020-04-13,3.0,-0.12962962962962962,3.351851851851852,-0.6057060000000001,0.4658580000000001,,,,,,,105.34779260799999,65.63211822509766,256096.53125,26623.02734375,0.103957,-79.030403,-2.5324162999999995,105.33863999999998,52.56622700000001,207.83311,1.1714332815665578,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Carchi,,,ECC,2020-04-13,1.0,-0.037037037037037035,2.1111111111111107,-0.562918,0.439844,,,,,,,184.20329277,44.643455505371094,187547.15625,19132.330078125,0.10201344,-78.064018,0.75172871,184.2525,135.43462,252.66905,0.5331992337260513,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Chimborazo,,,ECH,2020-04-13,11.0,-0.1111111111111111,7.62962962962963,-0.5978257142857143,0.4402642857142857,,,,,,,111.15523747600001,69.01516723632814,530381.5625,56497.9140625,0.10652315,-78.72075699999998,-1.9750051,111.15912,85.209709,285.41687,2.0739785802791744,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Cotopaxi,,,ECX,2020-04-13,0.0,0.14814814814814814,5.666666666666668,-0.5967250000000001,0.455715,,,,,,,91.6319944598,67.59441375732422,487626.09375,45938.33203125,0.094208106,-78.856461,-0.85798764,91.617699,66.07164,259.64801,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,El Oro,,,ECO,2020-04-13,10.0,0.2962962962962963,9.925925925925926,-0.6089180000000001,0.560222,,,,,,,-141.89918533600002,101.74530029296879,698379.75,53104.109375,0.076039016,-79.832512,-3.509433,61.53615600000001,41.18037,165.44841,1.4318857326547627,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Esmeraldas,,,ECE,2020-04-13,0.0,-1.5,5.203703703703703,-0.5586428571428572,0.5043014285714286,,,,,,,145.89499026200002,33.36742782592773,615729.125,38880.234375,0.063145034,-79.22177099999998,0.70542401,324.6441700000001,206.86523,484.21762,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Galapagos,,,ECW,2020-04-13,0.0,0.05555555555555555,0.05555555555555555,-0.4856,0.40619,,,,,,,3374.89205093,3.5837006568908687,33461.015625,1802.3702392578127,0.053864781,-90.899963,-0.54820687,3704.7744,300.97418,1137.8541,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Guayas,,,ECG,2020-04-13,14.0,124.72222222222223,68.6111111111111,-0.55893,0.5536618181818184,,,,,,,-115.871533398,238.3246154785156,4400425.5,309620.78125,0.070361555,-79.888664,-2.1174173,67.71204399999999,44.55019,195.21767,0.3181510515289942,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Imbabura,,,ECI,2020-04-13,0.0,-1.0555555555555556,6.0555555555555545,-0.6000133333333334,0.4978166666666666,,,,,,,164.492395777,84.90070343017578,474849.65625,47945.8515625,0.1009706,-78.37088,0.40535682,164.3226,100.35618,321.7785,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Loja,,,ECL,2020-04-13,4.0,-1.2222222222222223,7.2592592592592595,-0.5869625,0.5011099999999999,,,,,,,88.4560456508,38.80303192138672,503236.5,55039.42578125,0.10937089,-79.65585300000002,-4.0900502,88.46221899999998,47.552982,185.11673,0.7948549042050805,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Los Rios,,,ECR,2020-04-13,0.0,-0.9444444444444444,12.351851851851851,-0.5375566666666666,0.5097550000000001,,,,,,,51.554233894700005,112.0157699584961,953702.25,68997.53125,0.072347037,-79.491447,-1.3435687,51.553291,32.558506,148.36827,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Manabi,,,ECM,2020-04-13,1.0,-1.0555555555555556,21.314814814814813,-0.6385045000000001,0.5530835,,,,,,,9.25286802697,70.8908462524414,1617729.0,126007.171875,0.077891394,-80.136673,-0.75129431,53.713028,35.188765999999994,202.48068,0.061815050604891175,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Morona Santiago,,,ECS,2020-04-13,1.0,-0.4074074074074074,1.7037037037037035,-0.5822583333333334,0.4586883333333334,,,,,,,666.361532152,6.962531566619872,195166.71875,10617.978515625,0.054404657,-78.007538,-2.5639901000000003,666.3493,431.1879,712.02734,0.512382442254899,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Napo,,,ECN,2020-04-13,0.0,-0.7037037037037037,1.1851851851851851,-0.5698599999999999,0.425755,,,,,,,394.01797061800005,11.76840209960938,172077.578125,8511.12890625,0.049461,-77.821884,-0.65702081,393.97296,343.55542,868.0900300000002,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Orellana,,,ECD,2020-04-13,0.0,-0.6111111111111112,1.5,-0.5483399999999999,0.4300566666666667,,,,,,,721.86236789,8.955886840820312,226270.484375,9496.7744140625,0.041970894,-76.374527,-0.78442776,721.93829,455.47849,983.19604,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Pastaza,,,ECY,2020-04-13,0.0,-0.12962962962962962,0.9814814814814816,-0.6452450000000001,0.498675,,,,,,,1299.55965217,3.4212267398834237,118032.3203125,6508.23583984375,0.055139437,-76.87973000000002,-1.7167745,1299.5603,1001.1218,2482.145,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Pichincha,,,ECP,2020-04-13,7.0,1.7962962962962965,39.2037037037037,-0.61071375,0.51328875,,,,,,,68.9786714867,292.0310974121094,3229572.0,243425.890625,0.075374037,-78.593559,-0.10490531,68.97577700000001,51.415497,185.04527,0.21674698690724345,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Santa Elena,,,ECSE,2020-04-13,1.0,1.851851851851852,4.296296296296297,-0.6720866666666666,0.5857600000000001,,,,,,,35.132407407399995,90.67247009277344,391342.375,26127.875,0.06676475,-80.577751,-2.1394958,74.784515,43.843994,153.42702,0.2555307229379389,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Sto. Domingo Tsachilas,,,ECSD,2020-04-13,5.0,-1.148148148148148,7.5555555555555545,-0.580735,0.5571149999999999,,,,,,,40.7464277614,122.3688812255859,539524.375,32979.73828125,0.061127428,-79.20002,-0.28427723,40.733273,35.310833,223.42595,0.9267421884321724,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Sucumbios,,,ECU,2020-04-13,0.0,0.12962962962962962,1.648148148148148,-0.46367,0.45542,,,,,,,518.386232995,11.94435977935791,250580.71875,11684.2294921875,0.046628606,-76.589104,-0.015540713,518.95978,441.55478,933.72296,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Tungurahua,,,ECT,2020-04-13,1.0,-0.8333333333333334,8.981481481481481,-0.6171875,0.4047275,,,,,,,106.53987884899999,148.0850372314453,586120.5625,58847.4765625,0.10040165,-78.507149,-1.2943782,106.53988,109.29972,255.13023,0.1706133625025312,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
Ecuador,Zamora Chinchipe,,,ECZ,2020-04-13,0.0,-0.05555555555555555,0.7222222222222222,-0.5778,0.468642,,,,,,,347.800502594,9.013178825378418,111303.7421875,6999.31201171875,0.062884785,-78.903839,-4.1695094,347.7843,242.35048,459.95816,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,7529.0,355.0,,,,
