admin0,admin1,admin2,admin3,id,date,cases,excess_deaths,expected_deaths,movement_fb,non_moving_fb,grocery_pharmacy_mobility,parks_mobility,workplaces_mobility,residential_mobility,retail_recreation_mobility,transit_mobility,accessibility,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,incidence,num_policies,household_confinement,H8_Protection of elderly people,H8_Flag,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
Ecuador,Azuay,,,ECA,2020-08-01,113.0,0.38333333333333336,10.883333333333333,-0.19926666666666668,0.2663588888888889,,,,,,,100.1199289,89.88943481445312,859882.375,80962.0703125,0.09415482,-79.15422099999998,-3.0141335,100.11993,54.337708,206.51924,13.141332266520756,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Bolivar,,,ECB,2020-08-01,4.0,0.36666666666666653,2.6,-0.168324,0.275472,,,,,,,84.9061884977,43.844322204589844,200280.859375,29143.26171875,0.14551197,-79.106895,-1.5872494,84.915352,39.724289,158.13846,1.9971953448185067,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Canar,,,ECF,2020-08-01,11.0,-0.11666666666666667,3.05,-0.15015799999999996,0.235952,,,,,,,105.34779260799999,65.63211822509766,256096.53125,26623.02734375,0.103957,-79.030403,-2.5324162999999995,105.33863999999998,52.56622700000001,207.83311,4.295255365744045,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Carchi,,,ECC,2020-08-01,28.0,0.35,1.8833333333333333,-0.329602,0.29438400000000003,,,,,,,184.20329277,44.643455505371094,187547.15625,19132.330078125,0.10201344,-78.064018,0.75172871,184.2525,135.43462,252.66905,14.929578544329436,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Chimborazo,,,ECH,2020-08-01,16.0,2.833333333333333,5.9,-0.22242333333333333,0.2572183333333333,,,,,,,111.15523747600001,69.01516723632814,530381.5625,56497.9140625,0.10652315,-78.72075699999998,-1.9750051,111.15912,85.209709,285.41687,3.016696116769708,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Cotopaxi,,,ECX,2020-08-01,111.0,3.7,5.033333333333333,-0.2516116666666667,0.2720766666666667,,,,,,,91.6319944598,67.59441375732422,487626.09375,45938.33203125,0.094208106,-78.856461,-0.85798764,91.617699,66.07164,259.64801,22.76334294302724,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,El Oro,,,ECO,2020-08-01,52.0,7.05,7.116666666666666,-0.220435,0.347347,,,,,,,-141.89918533600002,101.74530029296879,698379.75,53104.109375,0.076039016,-79.832512,-3.509433,61.53615600000001,41.18037,165.44841,7.445805809804766,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Esmeraldas,,,ECE,2020-08-01,7.0,2.85,4.216666666666667,-0.23144857142857145,0.37336142857142857,,,,,,,145.89499026200002,33.36742782592773,615729.125,38880.234375,0.063145034,-79.22177099999998,0.70542401,324.6441700000001,206.86523,484.21762,1.1368635518094097,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Galapagos,,,ECW,2020-08-01,0.0,0.13333333333333333,0.1,-0.17898000000000006,0.193585,,,,,,,3374.89205093,3.5837006568908687,33461.015625,1802.3702392578127,0.053864781,-90.899963,-0.54820687,3704.7744,300.97418,1137.8541,0.0,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Guayas,,,ECG,2020-08-01,59.0,3.983333333333333,54.28333333333333,-0.11722272727272726,0.29143,,,,,,,-115.871533398,238.3246154785156,4400425.5,309620.78125,0.070361555,-79.888664,-2.1174173,67.71204399999999,44.55019,195.21767,1.3407794314436183,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Imbabura,,,ECI,2020-08-01,18.0,1.2333333333333334,5.6,-0.2560133333333333,0.3042183333333333,,,,,,,164.492395777,84.90070343017578,474849.65625,47945.8515625,0.1009706,-78.37088,0.40535682,164.3226,100.35618,321.7785,3.79067348224494,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Loja,,,ECL,2020-08-01,57.0,0.65,6.05,-0.21836333333333333,0.3317722222222222,,,,,,,88.4560456508,38.80303192138672,503236.5,55039.42578125,0.10937089,-79.65585300000002,-4.0900502,88.46221899999998,47.552982,185.11673,11.3266823849224,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Los Rios,,,ECR,2020-08-01,6.0,2.85,9.95,-0.11216416666666668,0.31400749999999994,,,,,,,51.554233894700005,112.0157699584961,953702.25,68997.53125,0.072347037,-79.491447,-1.3435687,51.553291,32.558506,148.36827,0.6291271725530688,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Manabi,,,ECM,2020-08-01,77.0,4.933333333333334,16.633333333333333,-0.205721,0.3325215,,,,,,,9.25286802697,70.8908462524414,1617729.0,126007.171875,0.077891394,-80.136673,-0.75129431,53.713028,35.188765999999994,202.48068,4.759758896576621,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Morona Santiago,,,ECS,2020-08-01,44.0,0.5666666666666667,1.1666666666666667,-0.18351333333333333,0.2982933333333333,,,,,,,666.361532152,6.962531566619872,195166.71875,10617.978515625,0.054404657,-78.007538,-2.5639901000000003,666.3493,431.1879,712.02734,22.54482745921556,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Napo,,,ECN,2020-08-01,7.0,0.95,1.2166666666666666,-0.26135,0.3020975,,,,,,,394.01797061800005,11.76840209960938,172077.578125,8511.12890625,0.049461,-77.821884,-0.65702081,393.97296,343.55542,868.0900300000002,4.067932659370116,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Orellana,,,ECD,2020-08-01,13.0,0.8666666666666667,1.1,-0.24211,0.3150533333333333,,,,,,,721.86236789,8.955886840820312,226270.484375,9496.7744140625,0.041970894,-76.374527,-0.78442776,721.93829,455.47849,983.19604,5.745336178471688,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Pastaza,,,ECY,2020-08-01,1.0,0.6166666666666667,0.75,-0.111945,0.25946,,,,,,,1299.55965217,3.4212267398834237,118032.3203125,6508.23583984375,0.055139437,-76.87973000000002,-1.7167745,1299.5603,1001.1218,2482.145,0.8472255712269487,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Pichincha,,,ECP,2020-08-01,106.0,24.3,35.8,-0.2619225,0.32378500000000004,,,,,,,68.9786714867,292.0310974121094,3229572.0,243425.890625,0.075374037,-78.593559,-0.10490531,68.97577700000001,51.415497,185.04527,3.2821686588811154,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Santa Elena,,,ECSE,2020-08-01,3.0,0.2833333333333333,3.75,-0.15963666666666668,0.2804133333333333,,,,,,,35.132407407399995,90.67247009277344,391342.375,26127.875,0.06676475,-80.577751,-2.1394958,74.784515,43.843994,153.42702,0.7665921688138169,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Sto. Domingo Tsachilas,,,ECSD,2020-08-01,5.0,6.283333333333332,5.716666666666668,-0.225245,0.35563,,,,,,,40.7464277614,122.3688812255859,539524.375,32979.73828125,0.061127428,-79.20002,-0.28427723,40.733273,35.310833,223.42595,0.9267421884321724,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Sucumbios,,,ECU,2020-08-01,42.0,1.5,1.5666666666666669,-0.209655,0.29998499999999995,,,,,,,518.386232995,11.94435977935791,250580.71875,11684.2294921875,0.046628606,-76.589104,-0.015540713,518.95978,441.55478,933.72296,16.761066138493547,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Tungurahua,,,ECT,2020-08-01,64.0,7.9833333333333325,7.783333333333332,-0.269525,0.24203,,,,,,,106.53987884899999,148.0850372314453,586120.5625,58847.4765625,0.10040165,-78.507149,-1.2943782,106.53988,109.29972,255.13023,10.919255200161995,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
Ecuador,Zamora Chinchipe,,,ECZ,2020-08-01,33.0,0.4166666666666667,0.6833333333333333,-0.18175750000000002,0.29575500000000005,,,,,,,347.800502594,9.013178825378418,111303.7421875,6999.31201171875,0.062884785,-78.903839,-4.1695094,347.7843,242.35048,459.95816,29.648598826451746,0.0,NOT_IMPLEMENTED,2.0,1.0,86232.0,5736.0,,,,
